investor_firm,source_portfolio_url,portfolio_company,portfolio_company_website,industry,niche,business_model,customer_type,geography,recurring_revenue_signal,service_criticality_signal,fragmentation_signal,acquisition_search_context,gb_relevance,follow_up_research_needed,source_confidence,curation_status
Search Fund Partners,https://www.searchfunds.net/portfolio,Redline Automotive,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,RescueStat,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,SafeLogic,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,School Family Media,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Scott Le Roy Marketing,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Scribendi,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Shandy Clinic,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Softrip,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Spanish Schoolhouse,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Stat Analysis,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Subatomic Digital,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Sunscape Landscaping,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,The Change Companies,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Travelmax,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Unleashed Technologies,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Wolin Design Group,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Xiltrix,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Castle Tire Recycling,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Craftsman Cutting Dies,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Detroit Dental Specialists,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,eCards,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Inspired eLearning,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Kantola Training Solutions,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Kivuto,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,OneShield,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Pacific Fertility Centers,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Peerless Events and Tents,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,PrecisionMed,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Record Reproduction Services,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Scribsoft,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Triyam,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Advanced Network Solutions,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,"Answer 1, LLC",,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Appsian (Grey Heller),,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Ascentia Home Health Care,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Search Fund Partners,https://www.searchfunds.net/portfolio,Asset Recovery,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Relay Investments,https://www.relayinvestments.com/portfolio,Covalent Growth Partners,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: portfolio entity / search fund or operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Relay Investments,https://www.relayinvestments.com/portfolio,Alka Oaks Partners,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: portfolio entity / search fund or operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Relay Investments,https://www.relayinvestments.com/portfolio,Nico's Search Partners,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: portfolio entity / search fund or operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Relay Investments,https://www.relayinvestments.com/portfolio,Beacon Education Group,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: portfolio entity / search fund or operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Relay Investments,https://www.relayinvestments.com/portfolio,Sakai Capital,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: portfolio entity / search fund or operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Relay Investments,https://www.relayinvestments.com/portfolio,Catamaran Equity Partners,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: portfolio entity / search fund or operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Relay Investments,https://www.relayinvestments.com/portfolio,Highland Legacy Capital,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: portfolio entity / search fund or operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Relay Investments,https://www.relayinvestments.com/portfolio,Astoria Growth Partners,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: portfolio entity / search fund or operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Relay Investments,https://www.relayinvestments.com/portfolio,Granville Peak,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: portfolio entity / search fund or operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Relay Investments,https://www.relayinvestments.com/portfolio,Amana Succession Partners,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: portfolio entity / search fund or operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Relay Investments,https://www.relayinvestments.com/portfolio,Trident Equity Group,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: portfolio entity / search fund or operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Relay Investments,https://www.relayinvestments.com/portfolio,Arcas Capital,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: portfolio entity / search fund or operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Relay Investments,https://www.relayinvestments.com/portfolio,Ascenda Capital Partners,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: portfolio entity / search fund or operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Relay Investments,https://www.relayinvestments.com/portfolio,Palmetto & Pine,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: portfolio entity / search fund or operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Relay Investments,https://www.relayinvestments.com/portfolio,Outlive Capital,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: portfolio entity / search fund or operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Relay Investments,https://www.relayinvestments.com/portfolio,Lemont Partners,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: portfolio entity / search fund or operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Relay Investments,https://www.relayinvestments.com/portfolio,Octagon Search Equity,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: portfolio entity / search fund or operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Relay Investments,https://www.relayinvestments.com/portfolio,Dune Peak Partners,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: portfolio entity / search fund or operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Relay Investments,https://www.relayinvestments.com/portfolio,Bedrock Succession,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: portfolio entity / search fund or operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
Relay Investments,https://www.relayinvestments.com/portfolio,Nexus Collaborative,,Unknown from approved source,Portfolio,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio; item type: portfolio entity / search fund or operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
